story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-8889,"""Support task.sentinel to avoid recovering finished tasks.""","""""""The agent may OOM if there are large number of finished tasks checkpointed in metadata dir. This may happen for some long running framework/executor. (note that the sandbox GC is coupled with the metadata GC). If a custom executor is running forever and a lot of short task finished, this may block the agent from recovering. See MESOS-6285 for details.""""""",1,5.80,0.40,Database,BACKLOG-MESOS-2018,0,,backlog
MESOS-8888,"""Support manual UNREACHABLE task GC.""","""""""Support manual UNREACHABLE task GC. Now, the unreachable task GC is count based. We expect it could be time based (coupling with the agent's life cycle see MESOS-8887). And we should support manual GC of unreachable tasks for operators.""""""",1,5.96,0.48,DevOps,BACKLOG-MESOS-2018,0,MESOS-8887,backlog
MESOS-8887,"""Unreachable tasks are not GC'ed when unreachable agent is GC'ed.""","""""""Unreachable agents will be gc-ed by the master registry after `--registry_max_agent_age` duration or `--registry_max_agent_count`. When the GC happens, the agent will be removed from the master's unreachable agent list, but its corresponding tasks are still in UNREACHABLE state in the framework struct (though removed from `slaves.unreachableTasks`). We should instead remove those tasks from everywhere or transition those tasks to a terminal state, either TASK_LOST or TASK_GONE (further discussion is needed to define the semantic).    This improvement relates to how do we want to couple the update of task with the GC of agent. Right now they are somewhat decoupled.""""""",13,6.95,0.77,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8886,"""Task in UNREACHABLE forever if a new agent register with the same IP when the old agent is unreachable state.""","""""""For partition aware framework, if a new agent register with the master using the old agent's IP address (the old agent is in the UNREACHABLE state), the task (in UNREACHABLE state) should be transitioned to a terminal state when the old agent is removed.    Some backgrounds:   When a new agent register with the master using the old agent's IP address:   1. if the old agent is in DISCONNECTED state, the master will remove the old agent and mark all old tasks as LOST;   2. if the old agent is in UNREACHABLE state, the master does nothing regarding the agents or its tasks (they would've already been marked UNREACHABLE when the agent went unreachable).""""""",1,6.00,0.48,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8885,"""Disable libevent debug mode.""","""""""Our current libevent integration calls {{event_enable_debug_mode()}} which enables additional tracking in libevent to check for common errors. It is recommended to _""""""""only enable debug mode when actually debugging your program""""""""_ because _""""""""tracking which events are initialized requires that Libevent use extra memory and CPU""""""""_.    http://www.wangafu.net/~nickm/libevent-book/Ref1_libsetup.html    We could consider introducing libevent flags in order to be able to toggle this behavior with an environment variable since it appears that libevent does not provide one. However, since I don't believe these assertions have been of value, we can just remove the debug mode for now.""""""",8,6.48,0.46,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8884,"""Flaky `DockerContainerizerTest.ROOT_DOCKER_MaxCompletionTime`.""","""""""This test fails quite often in our internal CI.  """"""",13,6.43,0.57,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8883,"""Send email to dev list concerning the Python 3 update""","""""""Let's prepare an email for the dev community to express our wish and reasons to add a {{python3}} dependency to the Mesos codebase.""""""",13,5.80,0.52,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8881,"""Enable epoll backend in libevent integration.""","""""""In libprocess libevent.cpp, is avoid to using epoll. These is the code:         /home/<USER>code/mesos/3rdparty/libprocess/src/libevent.cpp     206   // TODO(jmlvanre): Allow support for 'epoll' once SSL related    207   // issues are resolved.    208   struct event_config* config = event_config_new();    209   event_config_avoid_method(config, """"""""epoll"""""""");""""""",13,7.18,0.69,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8880,"""Add minimum capabilities in the master.""","""""""See Epic MESOS-8878 for motivation.    Add a new `minimum_capabilities` field in the master registry.  Upon recovery, the master should check the minimum capabilities record against its own capability and refuse to boot if it lacks any minimum capability.    We probably want to backport this change to previous versions.""""""",3,6.58,0.62,DevOps,366,1,,done
MESOS-8879,"""SlaveTest.HTTPExecutorBadAuthentication is flaky.""","""""""This test is flaky on CI:  """"""",1,6.38,0.50,Testing,BACKLOG-MESOS-2018,0,,backlog
MESOS-8877,"""Docker container's resources will be wrongly enlarged in cgroups after agent recovery""","""""""Reproduce steps:    1. Run `mesos-execute --master=10.0.49.2:5050 --task=[file:///home/qzhang/workspace/config/task_docker.json] --checkpoint=true` to launch a Docker container.    2. When the Docker container is running, we can see its resources in cgroups are correctly set, so far so good.    3. Restart Mesos agent, and then we will see the resources of the Docker container will be wrongly enlarged.  """"""",3,7.30,0.88,DevOps,264,1,,done
MESOS-8876,"""Normal exit of Docker container using rexray volume results in TASK_FAILED.""","""""""In the fix to  MESOS-8488, we reap the Docker container process directly in Docker executor, and it will wait for `docker run` to return for at most 3 seconds. However, in some cases, the `docker run` command will indeed need more than 3 seconds to return, e.g., the Docker container uses an external rexray volume (see the attached task json as an example), for such container, there will be about 5 seconds between container process exits and the `docker run` returns (I suspect Docker daemon was doing some stuff related to rexray volume during this time), so we will reap this container, and send a {{TASK_FAILED}}.""""""",2,6.13,0.60,DevOps,373,1,,done
MESOS-8875,"""`leveldb::PosixEnv::DeleteFile()` can segfault.""","""""""Patch https://reviews.apache.org/r/66310/ instantiate a {{LevelDBStorage}} for the registrar of the agent-side resource provider manager. This change seems to introduce flaky segfaults to various tests, including {{MasterAPITest.Subscribe}}, {{MasterTest.UnacknowledgedTerminalTask}}, {{ReconciliationTest.ImplicitTerminalTask}} and {{MasterAuthorizerTest/1.FilterStateEndpoint}}. The segfault usually happens after successfully attached the virtual path of a launched default executor:      leveldb maintains a global singleton of {{PosixEnv}}, whose {{DeleteFile()}} callback sometimes fails to unlink a {{ldb}} file, and it uses {{strerror()}} to report the error, which seems to call {{getenv}}, and this increase the likelihood of some setenv-getenv race described in https://issues.apache.org/jira/browse/MESOS-2407.    It is worth investigating why {{DeleteFile()}} fails.""""""",13,7.25,0.72,Database,BACKLOG-MESOS-2018,1,,done
MESOS-8874,"""ResourceProviderManagerHttpApiTest.ResubscribeResourceProvider is flaky.""","""""""This test is flaky on CI:      This is different from https://issues.apache.org/jira/browse/MESOS-8315.""""""",1,6.98,0.57,Testing,373,1,,done
MESOS-8873,"""StorageLocalResourceProviderTest.ROOT_ZeroSizedDisk is flaky.""","""""""This test is flaky on CI:  """"""",2,6.85,0.82,Testing,372,1,,done
MESOS-8872,"""OperationReconciliationTest.AgentPendingOperationAfterMasterFailover is flaky.""","""""""This test is flaky on CI:  """"""",1,6.78,0.66,Testing,361,1,,done
MESOS-8871,"""Agent may fail to recover if the agent dies before image store cache checkpointed.""","""""""    This may happen if the agent dies after the file is created but before the contents are persisted on disk.""""""",3,6.78,0.70,Backend,366,1,,done
MESOS-8870,"""Master does not correctly reconcile dropped operations after agent failover""","""""""When an operation does not reach the agent before an agent failover, the master currently does not detect the dropped operation when the agent reregisters and sends the list of its operation in an {{UpdateSlaveMessage}}.""""""",2,7.58,0.72,Backend,373,1,,done
MESOS-8869,"""Re-think semantics of os::system()""","""""""The current posix implementation of stout's os::system() has two deficiencies that make its use harder than necessary:   * Contrary to its documentation, in the case of an exec failure we don't return None but rather an exit code of 127.   * The status obtained from waitpid() is returned directly, without WEXITSTATUS() being applied    Together, these imply that code relying on some particular return value must apply WEXITSTATUS() itself (breaking the platform-indepence afforded by os::system()), and it cannot check if the program returned a value of 127/-1 at all.         Intuitively, it seems the function might be more useful by only returning 0 if the call exited successfully, or None if any kind of error happened. We could also think about an additional platform-specific function     that returns the raw return value of the executed function.     """"""",1,4.05,0.19,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8868,"""Some 'FsTest' test cases fail on macOS""","""""""These tests fail in {{674db615971d2288ffdd1b64f2be93367e03a63d}}:      Seems like a regression introduced in stout changes that started with {{8b7798f31ea37077e5091d279fcf352a01577366}}.   """"""",5,6.85,0.52,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8867,"""CMake: Bundled libevent v2.1.5-beta doesn't compile with OpenSSL 1.1.0""","""""""Compiling libevent 2.1.5 beta with OpenSSL 1.1.0 fails with errors like      As this is the version currently bundled by CMake, builds with {{ENABLE_LIBEVENT=ON, ENABLE_SSL=ON}} will fail to compile.    Libevent supports OpenSSL 1.1.0 beginning with v2.1.7-rc (see https://github.com/libevent/libevent/pull/397) """"""",1,6.30,0.48,DevOps,BACKLOG-MESOS-2018,0,,backlog
MESOS-8866,"""CMake builds are missing byproduct declaration for jemalloc.""","""""""The {{jemalloc}} dependency is missing a byproduct declaration in the CMake configuration. As a result, building Mesos with enabled {{jemalloc}} using CMake and Ninja will fail.""""""",1,6.13,0.34,DevOps,373,1,,done
MESOS-8865,"""Suspicious enum value comparisons in scheduler Java bindings""","""""""Clang reports suspicious comparisons of enum values in the scheduler Java bindings,      While the current implementation might just work since the different enum values might by accident map onto the same integer values (needs to be confirmed), this seems brittle and against the type safety the languages offers. We should fix this code.""""""",1,6.68,0.54,Backend,373,1,,done
MESOS-8864,"""Add the xfs disk isolator to the cmake build""","""""""We should add the XFS disk isolator to the cmake build.""""""",1,5.73,0.40,DevOps,BACKLOG-MESOS-2018,0,,backlog
MESOS-8863,"""Add port mapping isolator to the cmake build""","""""""The port mapping isolator is currently not built as a part of the cmake build, and should be added there.    Note that this likely requires adding the linux routing tools to the cmake build as well.""""""",1,4.63,0.24,DevOps,BACKLOG-MESOS-2018,0,,backlog
MESOS-8862,"""Replace _waccess with GetFileAttributesExW on Windows""",,1,4.55,0.24,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8861,"""Clean up error handling""","""""""First, {{os::strerror}} should be deleted (at least on Windows), and {{errno}} should _almost never_ be used, instead preferring {{ErrnoError}}.    Second, {{WindowsError}} and {{WSASocketError}} are redundant. They are distinguishable only in that the former calls {{GetLastError}} and the latter calls {{WSAGetLastError}}, but these functions are aliases of each other. This abstraction also introduced the redundant {{SocketError}}, which is aliased to {{ErrnoError}} on Linux and {{WSASocketError}} on Windows. With Windows no longer using the CRT, we could conceivably have a {{SystemError}} which is correctly {{Errno}} or {{Windows}} depending on the platform.    Third, but this is unlikely to happen, {{Try<T, Error>}} should start returning the {{Error}} instead of the string, as we frequently need access to its {{code}}, but can't get it because {{Try}} is unfortunately wired to instead return the error message string if it's typed on {{Error}}. This is bizarre because it will return the {{Error}} class if it's instead {{Try<T, ErrnoError>}} etc. If we could also get the {{Error}} back, we could stop writing code that checks {{errno}} on POSIX and {{GetLastError()}} on Windows manually.""""""",1,5.38,0.40,Backend,BACKLOG-MESOS-2018,0,MESOS-8764,backlog
MESOS-8860,"""Replace _wmktemp_s with logic in mkdtemp.hpp on Windows""","""""""{{_wmktemp_s}} in mktemp.hpp, we can reuse logic from {{mkdtemp.hpp}}""""""",1,4.55,0.24,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8859,"""Replace CRT utime with SetFileTime on Windows""","""""""In {{utime.hpp}}, we still use the CRT {{utime}} function, which can be replaced with [{{SetFileTime}}|https://msdn.microsoft.com/en-us/library/windows/desktop/ms724933(v=vs.85).aspx]. """"""",1,4.55,0.24,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8858,"""Mesos Sandbox Logs Display Blank In Chrome When Zoom is 90%""","""""""When zoom is set to 90% in Chrome, the stdout and stderr logs are blank when clicking the links from within the Sandbox    I disabled all extensions, and also tried deleting and re-installing Chrome.  Neither resolved the issue.    Tested zoom at 110% and 80% and both work fine.  90% zoom also works fine in Firefox. """"""",1,5.15,0.32,DevOps,BACKLOG-MESOS-2018,0,,backlog
MESOS-8857,"""Fix subprocess(flags) logic on Windows to handle arguments with quotes""","""""""In the {{SubprocessTest.Flags}} unit test, a bug was discovered where the flags argument {{flags.s3 = """"""""\""""""""geek\"""""""""""""""";}} does not make it round-trip back to the test. It is because the {{stringify_args}} logic in {{shell.hpp}} purposefully (correctly?) surrounds an argument that contains a double quote with a pair of double quotes. Thus the final command-line flag looks like {{""""""""\""""""""--s3=\\\""""""""geek\\\""""""""\""""""""""""""""}}, which {{flags.load()}} then fails to reparse. The same problem occurs for the (more complicated) JSON flag.    I believe this is because the original logic was expecting the shell to drop the quotes ({{echo """"""""--s3=\""""""""geek\""""""""""""""""}} in Bash returns {{--s3=""""""""geek""""""""}}, but {{cmd.exe}} echos {{""""""""--s3=\""""""""geek\""""""""""""""""}}, exactly what was passed. Maybe the test just needs to be fixed; maybe the stringifier shouldn't add more quotes; maybe {{flags.load()}} needs to parse the quotes and escapes.    For now, we're enabling the rest of the test by turning off those two checks.""""""",13,7.15,0.68,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8856,"""UNIMPLEMENTED macro in stout could conflict with protobuf""","""""""When I tried to use *UNIMPLEMENTED* macro defined in 3rdparty/stout/include/stout/unimplemented.hpp, it conflicted with an `UNIMPLEMENTED` macro in {build_dir}/3rdparty/protobuf-3.5.0/src/google/protobuf/stubs/status.h    Although the latter is an enum like this:      {code:cpp}    namespace google {  namespace protobuf {  namespace util {  namespace error {  // These values must match error codes defined in google/rpc/code.proto.  enum Code {    OK = 0,  ...    UNIMPLEMENTED = 12,  ...  };  }  // namespace error  {code}      Preprocessor would transform the enum into incorrect macro.    cc + [~<USER>""""""",1,6.30,0.48,DevOps,BACKLOG-MESOS-2018,0,,backlog
MESOS-8855,"""Improve TaskStatus.Reason's default value""","""""""We are constantly adding new task reasons and they'll result in the default enum value on clients that don't recognize them, right now the default value (first value) is {{REASON_COMMAND_EXECUTOR_FAILED}} and we should change it to something more legit.     Also [~<USER> has this TODO    {code:title=}  enum Reason {      // TODO(<USER>: The default value when a caller doesn't check for      // presence is 0 and so ideally the 0 reason is not a valid one.      // Since this is not used anywhere, consider removing this reason.      REASON_COMMAND_EXECUTOR_FAILED = 0;  }  {code}    Note that Mesos already defines an used {{REASON_TASK_UNKNOWN}} and the fact that there's task state {{TASK_UNKNOWN}} may influence the naming of the default enum field.""""""",1,6.30,0.53,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8854,"""Building on JDK 9+ systems fails""","""""""JDK paths have changed in v9+ (no `jre/` nor arch leading to `libjvm.so`) so on those machines, Mesos fails to configure. Also, `javah` has been completely removed from JDK10+         Ubuntu 18.04 image with OpenJDK11 and OpenJDK8 installed:         I've attached a patch that seems to work in this setup""""""",13,5.03,0.47,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8853,"""Design registry upgrade approach for quota limits.""","""""""Introducing quota limits should maintain both backward as well forward compatibility. When upgrading from an old master that does not support quota limit to a new master that supports quota limit, relevant system behavior should stay same. While this is not possible for the downgrade case, we should try to minimize the impact.""""""",13,5.95,0.61,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8852,"""process::loop does not guarantee stack overflow prevention.""","""""""One of the goals of process::loop is to prevent stack overflows in the case that the callbacks are completing synchronously. However, it's still possible for process::loop to stack overflow if the body and iterate futures transition between the checking of them being ready and the setting of the continuation callbacks. If the futures continuously transition in these windows, the stack will overflow.    One way to fix this would be to provide an atomic set-callbacks-if-pending function on Future (e.g. {{bool setIfPending(...)}} that allows the caller to avoid accidentally invoking callbacks synchronously when setting the callbacks.""""""",1,6.08,0.44,Frontend,BACKLOG-MESOS-2018,1,,done
MESOS-8851,"""Introduce a push-based gauge.""","""""""Currently, we only have pull-based gauges which have significant performance downsides.    A push-based gauge differs from a pull-based gauge in that the client is responsible for pushing the latest value into the gauge whenever it changes. This can be challenging in some cases as it requires the client to have a good handle on when the gauge value changes (rather than just computing the current value when asked).    It is highly recommended to use push-based gauges if possible as they provide significant performance benefits over pull-based gauges. Pull-based gauge suffer from delays getting processed on the event queue of a Process, as well as incur computation cost on the Process each time the metrics are collected. Push-based gauges, on the other hand, incur no cost to the owning Process when metrics are collected, and instead incur a trivial cost when the Process pushes new values in.""""""",3,6.55,0.51,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8850,"""Race between master and allocator when destroying shared volume could lead to sorter check failure.""","""""""When destroying shared volume, master first rescinds offers that contain the shared volume and then apply the destroy operation. This process involves interaction between the master and allocator actor. The following race could arise:    1. Framework1 and framework2 are each offered a shared disk;  2. Framework2 asks the master to destroy the shared disk;  3. Master rescinds framework1's offer that contains the shared disk;  4. `allocator->recoverResources` is called to recover framework1’s offered resources in the allocator;  5. [Race] Allocator shortly allocates resources to framework1. The allocation contains the shared disk that just got recovered which has not been destroyed at the moment. Allocator invokes `offerCallback` which dispatches to the master;  6. Master continues the destroy operation and calls `allocator->updateAllocation` to notify the allocator to transform the shared disk to regular reserved disk;  7. Master processes the `offerCallback` dispatched in step5 and offered the shared disk to framework1.    At this point, the same disk resource appears in two different places: one shared offered to framework1, one not shared currently hold by framework2 (soon to be recovered).""""""",1,6.16,0.50,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8849,"""Per Framework resource allocation metrics""","""""""We should provide greater visibility into the allocator state for each framework.    Metrics could include:  * Max/min DRF position of the framework during last allocation cycle  * Number of times the framework has had resources filtered during allocation  * The distribution of 'refuse_seconds' durations provided in decline calls""""""",8,6.43,0.62,Backend,372,1,,done
MESOS-8848,"""Per Framework Offer metrics""","""""""Metrics regarding number of offers (sent, accepted, declined, rescinded) on a per framework basis.""""""",2,6.43,0.62,Backend,372,1,,done
MESOS-8847,"""Per Framework task state metrics""","""""""Gauge metrics about current number of tasks in active states (RUNNING, STAGING etc).""""""",3,6.43,0.67,Backend,372,1,,done
MESOS-8846,"""Per Framework state metrics""","""""""Metrics about framework state (e.g., subscribed, suppressed etc).""""""",13,6.33,0.58,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8845,"""Per Framework Operation metrics""","""""""Metris for number of operations sent via ACCEPT calls by framework.""""""",2,6.43,0.62,Backend,372,1,,done
MESOS-8844,"""Per Framework EVENT metrics""","""""""Metrics for number of events sent by the master to the framework.""""""",2,6.43,0.62,Backend,372,1,,done
MESOS-8843,"""Per Framework CALL metrics""","""""""Metrics about number of different kinds of calls sent by a framework to master.""""""",2,6.43,0.62,Backend,372,1,,done
MESOS-8841,"""Flaky `MasterAllocatorTest/0.SingleFramework`""","""""""      """"""",2,6.15,0.60,Testing,347,1,,done
MESOS-8840,"""`cpu.cfs_quota_us` may be accidentally set for command task using docker during agent recovery.""","""""""Prior to Mesos 1.3, docker containerizer does not honor the flag `–cgroups_enable_cfs` for command task when creating the container, a patch ported this flag to docker command executor only up to 1.3 (MESOS-6134)     However, docker containerizer honors the flag when updating containers:    https://github.com/apache/mesos/blob/7559c9352c78912526820f6222ed2b17ad3b19cf/src/slave/containerizer/docker.cpp#L1726    For non-command tasks, docker containerizer always `update` the resources during launch:    https://github.com/apache/mesos/blob/7559c9352c78912526820f6222ed2b17ad3b19cf/src/slave/containerizer/docker.cpp#L1325-L1330    For command tasks, it is not the case:    https://github.com/apache/mesos/blob/7559c9352c78912526820f6222ed2b17ad3b19cf/src/slave/containerizer/docker.cpp#L1271-L1277    However, when recovering the executor, `update` is called for both command and non-command tasks.    This means, for command task, the cpu cgroup cfs settings would change when a command executor is recovered. Specifically, recovered command executors will have cfs set while all other command executors will not. This may lead to a drastic change in the container resource usage depending on the system load.    To maintain backward compatibility, we probably want to avoid setting the `cpu.cfs_quota_us` field in `update` if the field is not already set.  """"""",5,6.58,0.62,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8839,"""Resource provider manager registrar recovery can race with agent on agent state leading to hard failures""","""""""When running in the agent the resource provider manager persists its state into the agent's state. The agent uses a LevelDB state which protects against concurrent access. The way we modelled LevelDB an {{fetch}} when a lock is present leads to a failed {{Future}} result. When the resource provider manager encounters a failed recovery it emits a fatal error, e.g.,    We should not fail hard for such recoverable failure scenarios.""""""",3,6.85,0.88,Database,374,1,,done
MESOS-8838,"""Consider validating that resubscribing resource providers do not change their name or type""","""""""The agent currently uses a resource provider's name and type to construct e.g., paths for persisting resource provider state and their recovery. With that we should likely prevent resource providers from changing that information since we might otherwise be unable to recover them successfully.""""""",2,6.78,0.66,Backend,369,1,,done
MESOS-8837,"""Add test of resource provider manager recovery""","""""""See https://reviews.apache.org/r/66546/.""""""",1,6.43,0.58,Testing,373,1,,done
MESOS-8836,"""Add a tests of recovery of the resource provider manager registrars.""",,2,6.78,0.66,Testing,373,1,,done
MESOS-8835,"""mesos-tests takes a long time to execute no tests""","""""""Executing {{mesos-tests}} takes substantially more time than running {{stout-tests}} or {{libprocess-tests}} when no tests are executed, e.g., for a release build with debug symbols        Looking at where time is spent with {{perf}} points to two {{parameters}} functions in {{src/tests/resources_tests.cpp}}. These functions construct large collections of {{Resource}} when registering {{Resources_Contains_BENCHMARK_Test}} and {{Resources_Scalar_Arithmetic_BENCHMARK_Test}}, i.e., these functions will be executed even if the corresponding test is filtered out.""""""",1,6.13,0.50,Testing,332,1,,done
MESOS-8834,"""Indirect recursion between `send` and `_send` in libprocess may cause stack overflow.""","""""""如果某个process while(true)发消息，将导致大量消息缓存在outgoing[socket]里，而在底层由internal::send和internal::_send去执行消息的发送，那么就会出现递归调用：  _send -> send -> _send ->send -> ... ->_send -> send -> ....    导致调用栈不断增加，最终栈耗尽发生core dump问题.    我本地测试，发现当栈层次达到40,000+时发生core dump    为了解决这个问题，需要修改底层消息发送机制         请关注这个问题，谢谢     """"""",13,6.83,0.61,Frontend,BACKLOG-MESOS-2018,1,,done
MESOS-8833,"""Port libprocess subprocess_tests.cpp""","""""""Many of the tests in the {{SubprocessTest}} suite are entirely disabled on Windows, but should be ported.""""""",13,6.33,0.58,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8832,"""Resource metrics are named percent and documented in such a way even though they represent fractions""","""""""A number of metrics reporting fractions of used resources are called {{*_percent}} and documented in that spirit which is confusing since percentages and fractions have e.g., different ranges and units, e.g.,    |master/cpus_percent|Percentage of allocated CPUs| Gauge|  |master/cpus_used| Number of allocated CPUs| Gauge|  |master/cpus_total| Number of CPUs| Gauge|  |master/cpus_revocable_percent| Percentage of allocated revocable CPUs| Gauge|  |master/cpus_revocable_total| Number of revocable CPUs| Gauge|  |master/cpus_revocable_used| Number of allocated revocable CPUs| Gauge|  |master/disk_percent| Percentage of allocated disk space| Gauge|  |master/disk_used|Allocated disk space in MB|Gauge|    Ideally we would rename these values (e.g., used {{_fraction}} instead of {{_percent}} suffix) and updated the documentation, but since this would be a breaking API change we'd likely need to support two forms simultanously.""""""",1,5.30,0.39,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8831,"""Resource metrics are named percent and documented in such a way even though they represent fractions""","""""""A number of metrics reporting fractions of used resources are called {{*_percent}} and documented in that spirit which is confusing since percentages and fractions have e.g., different ranges and units, e.g.,    |master/cpus_percent|Percentage of allocated CPUs| Gauge|  |master/cpus_used| Number of allocated CPUs| Gauge|  |master/cpus_total| Number of CPUs| Gauge|  |master/cpus_revocable_percent| Percentage of allocated revocable CPUs| Gauge|  |master/cpus_revocable_total| Number of revocable CPUs| Gauge|  |master/cpus_revocable_used| Number of allocated revocable CPUs| Gauge|  |master/disk_percent| Percentage of allocated disk space| Gauge|  |master/disk_used|Allocated disk space in MB|Gauge|    Ideally we would rename these values (e.g., used {{_fraction}} instead of {{_percent}} suffix) and updated the documentation, but since this would be a breaking API change we'd likely need to support two forms simultanously.""""""",1,5.30,0.39,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8830,"""Agent gc on old slave sandboxes could empty persistent volume data""","""""""We had an issue in which custom Cassandra executors (which does not use any container image thus running on host filesystem) saw its persistent volume data got wiped out.    Upon revisiting logs, we found following suspicious lines:      {panel:title=log}    {panel}    (I can try to provide more logs, depending on how much local archive after rotation has)    This happened on a 1.3.1 agent although I suspect it's not local to that version.    The path */var/lib/mesos/slaves/70279b87-553a-4213-a85b-46fdc191849d-S44/var/lib/mesos/slaves/70279b87-553a-4213-a85b-46fdc191849d-S44/frameworks/63a90717-5df8-4f61-bf18-da20eb7a7999-0004/executors/node-5_executor__7e360c28-4138-4175-8999-ffcc5296c34a/runs/904d8155-e4c3-43e3-bf01-85de6a702149/volume* is a bind mount to a persistent volume. The fact that agent gc touched that process makes me believe this is what triggered the data loss.    We had some misconfigurations on out fleet, and I do not know whether the previous slave (id-ed *70279b87-553a-4213-a85b-46fdc191849d-S4*) was shutdown cleanly yet.    My questions/suggestions:    1) if an executor was asked to shutdown by a new agent (with a new id), how much of persistent volume clean up code will be executed (especially if new agent do not really know this executor should be running anymore)?  2) should we figure out a way to better protect bind mounts to persistent volumes in slave/gc.cpp (for instance, skip any path which seems dangerous), to prevent similar problems?""""""",13,7.55,0.85,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8829,"""Get rid of extra `containerizer->wait()` calls in tests.""","""""""Since both `wait()` and `destroy()` return the same result, we can get rid of extra `containerizer->wait()` call in tests. E.g [here|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/slave_recovery_tests.cpp#L2292-L2300] and [there|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/cluster.cpp#L654-L668] as well as in some other places.""""""",3,6.48,0.63,Testing,372,1,,done
MESOS-8828,"""Clock::advance can race with process::delay in tests.""","""""""There are lots of tests that use the following pattern:   1) [Pause clocks|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/persistent_volume_tests.cpp#L1108]   2) [Start an agent|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/persistent_volume_tests.cpp#L1122]   3) [Advance clocks to trigger an event|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/persistent_volume_tests.cpp#L1125]   4) [Wait for the event|https://github.com/apache/mesos/blob/c662048ae365630e3249b51102c9f7f962cc24d3/src/tests/persistent_volume_tests.cpp#L1127]    If an event is scheduled via `process::delay()` after advancing the clocks, then a test hangs in the endless wait for the event that is never triggered, because libprocess clocks are paused. For example, `DiskResource/PersistentVolumeTest.SharedPersistentVolumeRescindOnDestroy/0` test hangs at step 4, because the clocks at step 3 has been already advanced before the agent scheduled a call of [Slave::authenticate()|https://github.com/apache/mesos/blob/ebe92c9b39933136968e4ba3a52527e52b361d22/src/slave/slave.cpp#L1301] method. After a successful authentication with a master, the agent sends a [UpdateSlaveMessage|https://github.com/apache/mesos/blob/ebe92c9b39933136968e4ba3a52527e52b361d22/src/slave/slave.cpp#L1546-L1550]. But the authentication process never finishes because `[Slave::authenticate()|https://github.com/apache/mesos/blob/ebe92c9b39933136968e4ba3a52527e52b361d22/src/slave/slave.cpp#L1301]` is never called.    A list of tests that might be affected by the issue attached to this ticket.""""""",1,5.88,0.50,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8827,"""Eliminate calling of `await()` in the docker library.""","""""""After making composing containerizer as a default containerizer in tests, some tests (e.g. `AgentAPITest.AttachContainerInputValidation`) started to hang due to a paused clocks and the use of clock-dependent method `await()` by the docker library.    Tests hang in [`Docker::validateVersion()`|https://github.com/apache/mesos/blob/ca21ca82071f2c53d5817424569977728260da65/src/docker/docker.cpp#L241], which is called from [`Docker::create()`|https://github.com/apache/mesos/blob/ca21ca82071f2c53d5817424569977728260da65/src/docker/docker.cpp#L145] when an instance of docker containerizer is created.    A possible solution might be removing `DOCKER_VERSION_WAIT_TIMEOUT` or making both `Docker::validateVersion()` and `Docker::create()` asynchronous.""""""",1,5.00,0.35,DevOps,BACKLOG-MESOS-2018,0,,backlog
